name,genus,dexNumber,primaryType,colorTheme,hp,heightM,weightKg,flavorText,spriteUrl,showMotionPrompt
darumaka,Zen Charm Pokémon,554,fire,red,70,0.6,37.5,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png,true
darmanitan-standard,Blazing Pokémon,555,fire,red,105,1.3,92.9,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png,true
maractus,Cactus Pokémon,556,grass,green,75,1.0,28.0,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png,true
dwebble,Rock Inn Pokémon,557,bug,red,50,0.3,14.5,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png,true
crustle,Stone Home Pokémon,558,bug,red,70,1.4,200.0,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png,true
scraggy,Shedding Pokémon,559,dark,yellow,50,0.6,11.8,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png,true
scrafty,Hoodlum Pokémon,560,dark,red,65,1.1,30.0,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png,true
sigilyph,Avianoid Pokémon,561,psychic,black,72,1.4,14.0,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png,true
yamask,Spirit Pokémon,562,ghost,black,38,0.5,1.5,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png,true
cofagrigus,Coffin Pokémon,563,ghost,yellow,58,1.7,76.5,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png,true
tirtouga,Prototurtle Pokémon,564,water,blue,54,0.7,16.5,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png,true
carracosta,Prototurtle Pokémon,565,water,blue,74,1.2,81.0,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png,true
archen,First Bird Pokémon,566,rock,yellow,55,0.5,9.5,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png,true
archeops,First Bird Pokémon,567,rock,yellow,75,1.4,32.0,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png,true
trubbish,Trash Bag Pokémon,568,poison,green,50,0.6,31.0,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png,true
garbodor,Trash Heap Pokémon,569,poison,green,80,1.9,107.3,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png,true
zorua,Tricky Fox Pokémon,570,dark,gray,40,0.7,12.5,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png,true
zoroark,Illusion Fox Pokémon,571,dark,gray,60,1.6,81.1,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png,true
minccino,Chinchilla Pokémon,572,normal,gray,55,0.4,5.8,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png,true
cinccino,Scarf Pokémon,573,normal,gray,75,0.5,7.5,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png,true
gothita,Fixation Pokémon,574,psychic,purple,45,0.4,5.8,Their ribbonlike feelers increase their psychic power. They are always staring at something.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png,true
gothorita,Manipulate Pokémon,575,psychic,purple,60,0.7,18.0,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png,true
gothitelle,Astral Body Pokémon,576,psychic,purple,70,1.5,44.0,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png,true
solosis,Cell Pokémon,577,psychic,green,45,0.3,1.0,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png,true
duosion,Mitosis Pokémon,578,psychic,green,65,0.6,8.0,"Since they have two divided brains, at times they suddenly try to take two different actions at once.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png,true
reuniclus,Multiplying Pokémon,579,psychic,green,110,1.0,20.1,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png,true
ducklett,Water Bird Pokémon,580,water,blue,62,0.5,5.5,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,true
swanna,White Bird Pokémon,581,water,white,75,1.3,24.2,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,true
vanillite,Fresh Snow Pokémon,582,ice,white,36,0.4,5.7,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png,true
vanillish,Icy Snow Pokémon,583,ice,white,51,1.1,41.0,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png,true
vanilluxe,Snowstorm Pokémon,584,ice,white,71,1.3,57.5,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png,true
deerling,Season Pokémon,585,normal,pink,60,0.6,19.5,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png,true
sawsbuck,Season Pokémon,586,normal,brown,80,1.9,92.5,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png,true
emolga,Sky Squirrel Pokémon,587,electric,white,55,0.4,5.0,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png,true
karrablast,Clamping Pokémon,588,bug,blue,50,0.5,5.9,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png,true
escavalier,Cavalry Pokémon,589,bug,gray,70,1.0,33.0,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png,true
foongus,Mushroom Pokémon,590,grass,white,69,0.2,1.0,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png,true
amoonguss,Mushroom Pokémon,591,grass,white,114,0.6,10.5,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,true
frillish,Floating Pokémon,592,water,white,55,1.2,33.0,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,true
jellicent,Floating Pokémon,593,water,white,100,2.2,135.0,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,true
alomomola,Caring Pokémon,594,water,pink,165,1.2,31.6,The special membrane enveloping Alomomola has the ability to heal wounds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,true
joltik,Attaching Pokémon,595,bug,yellow,50,0.1,0.6,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,true
galvantula,EleSpider Pokémon,596,bug,yellow,70,0.8,14.3,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,true
ferroseed,Thorn Seed Pokémon,597,grass,gray,44,0.6,18.8,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,true
ferrothorn,Thorn Pod Pokémon,598,grass,gray,74,1.0,110.0,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,true
klink,Gear Pokémon,599,steel,gray,40,0.3,21.0,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,true
klang,Gear Pokémon,600,steel,gray,60,0.6,51.0,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,true
klinklang,Gear Pokémon,601,steel,gray,60,0.6,81.0,The gear with the red core is rotated at high speed for a rapid energy charge.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,true
tynamo,EleFish Pokémon,602,electric,white,35,0.2,0.3,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,true
eelektrik,EleFish Pokémon,603,electric,blue,65,1.2,22.0,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,true
eelektross,EleFish Pokémon,604,electric,blue,85,2.1,80.5,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,true
elgyem,Cerebral Pokémon,605,psychic,blue,55,0.5,9.0,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png,true
beheeyem,Cerebral Pokémon,606,psychic,brown,75,1.0,34.5,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png,true
litwick,Candle Pokémon,607,ghost,white,50,0.3,3.1,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png,true
lampent,Lamp Pokémon,608,ghost,black,60,0.6,13.0,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,true
chandelure,Luring Pokémon,609,ghost,black,60,1.0,34.3,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,true
axew,Tusk Pokémon,610,dragon,green,46,0.6,18.0,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,true
fraxure,Axe Jaw Pokémon,611,dragon,green,66,1.0,36.0,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,true
haxorus,Axe Jaw Pokémon,612,dragon,yellow,76,1.8,105.5,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,true
cubchoo,Chill Pokémon,613,ice,white,55,0.5,8.5,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,true
beartic,Freezing Pokémon,614,ice,white,95,2.6,260.0,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,true
cryogonal,Crystallizing Pokémon,615,ice,blue,80,1.1,148.0,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,true
shelmet,Snail Pokémon,616,bug,red,50,0.4,7.7,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,true
accelgor,Shell Out Pokémon,617,bug,red,80,0.8,25.3,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,true
stunfisk,Trap Pokémon,618,ground,brown,109,0.7,11.0,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,true
mienfoo,Martial Arts Pokémon,619,fighting,yellow,45,0.9,20.0,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,true
mienshao,Martial Arts Pokémon,620,fighting,purple,65,1.4,35.5,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,true
druddigon,Cave Pokémon,621,dragon,red,77,1.6,139.0,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,true
golett,Automaton Pokémon,622,ground,green,59,1.0,92.0,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,true
golurk,Automaton Pokémon,623,ground,green,89,2.8,330.0,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,true
pawniard,Sharp Blade Pokémon,624,dark,red,45,0.5,10.2,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,true
bisharp,Sword Blade Pokémon,625,dark,red,65,1.6,70.0,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,true
bouffalant,Bash Buffalo Pokémon,626,normal,brown,95,1.6,94.6,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,true
rufflet,Eaglet Pokémon,627,normal,white,70,0.5,10.5,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,true
braviary,Valiant Pokémon,628,normal,red,100,1.5,41.0,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,true
vullaby,Diapered Pokémon,629,dark,brown,70,0.5,9.0,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,true
mandibuzz,Bone Vulture Pokémon,630,dark,brown,110,1.2,39.5,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,true
heatmor,Anteater Pokémon,631,fire,red,85,1.4,58.0,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,true
durant,Iron Ant Pokémon,632,bug,gray,58,0.3,33.0,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,true
deino,Irate Pokémon,633,dark,blue,52,0.8,17.3,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,true
zweilous,Hostile Pokémon,634,dark,blue,72,1.4,50.0,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,true
hydreigon,Brutal Pokémon,635,dark,blue,92,1.8,160.0,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,true
larvesta,Torch Pokémon,636,bug,white,55,1.1,28.8,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,true
volcarona,Sun Pokémon,637,bug,white,85,1.6,46.0,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,true
cobalion,Iron Will Pokémon,638,steel,blue,91,2.1,250.0,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,true
terrakion,Cavern Pokémon,639,rock,gray,91,1.9,260.0,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,true
virizion,Grassland Pokémon,640,grass,green,91,2.0,200.0,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,true
tornadus-incarnate,Cyclone Pokémon,641,flying,green,79,1.5,63.0,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png,true
thundurus-incarnate,Bolt Strike Pokémon,642,electric,blue,79,1.5,61.0,Countless charred remains mar the landscape of places through which Thundurus has passed.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png,true
reshiram,Vast White Pokémon,643,dragon,white,100,3.2,330.0,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png,true
zekrom,Deep Black Pokémon,644,dragon,black,100,2.9,345.0,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png,true
landorus-incarnate,Abundance Pokémon,645,ground,brown,89,1.5,68.0,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png,true
kyurem,Boundary Pokémon,646,dragon,gray,125,3.0,325.0,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png,true
keldeo-ordinary,Colt Pokémon,647,water,yellow,91,1.4,48.5,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png,true
meloetta-aria,Melody Pokémon,648,normal,white,100,0.6,6.5,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,true
genesect,Paleozoic Pokémon,649,bug,purple,71,1.5,82.5,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,true
chespin,Spiny Nut Pokémon,650,grass,green,56,0.4,9.0,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,true
quilladin,Spiny Armor Pokémon,651,grass,green,61,0.7,29.0,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,true
chesnaught,Spiny Armor Pokémon,652,grass,green,88,1.6,90.0,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,true
fennekin,Fox Pokémon,653,fire,red,40,0.4,9.4,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,true
braixen,Fox Pokémon,654,fire,red,59,1.0,14.5,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,true
delphox,Fox Pokémon,655,fire,red,75,1.5,39.0,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,true
froakie,Bubble Frog Pokémon,656,water,blue,41,0.3,7.0,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,true
frogadier,Bubble Frog Pokémon,657,water,blue,54,0.6,10.9,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,true
greninja,Ninja Pokémon,658,water,blue,72,1.5,40.0,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,true
bunnelby,Digging Pokémon,659,normal,brown,38,0.4,5.0,They use their large ears to dig burrows. They will dig the whole night through.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,true
diggersby,Digging Pokémon,660,normal,brown,85,1.0,42.4,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,true
fletchling,Tiny Robin Pokémon,661,normal,red,45,0.3,1.7,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,true
fletchinder,Ember Pokémon,662,fire,red,62,0.7,16.0,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,true
talonflame,Scorching Pokémon,663,fire,red,78,1.2,24.5,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,true
scatterbug,Scatterdust Pokémon,664,bug,black,38,0.3,2.5,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,true
spewpa,Scatterdust Pokémon,665,bug,black,45,0.3,8.4,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png,true
vivillon,Scale Pokémon,666,bug,white,80,1.2,17.0,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png,true
litleo,Lion Cub Pokémon,667,fire,brown,62,0.6,13.5,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,true
pyroar,Royal Pokémon,668,fire,brown,86,1.5,81.5,The male with the largest mane of fire is the leader of the pride.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,true
flabebe,Single Bloom Pokémon,669,fairy,white,44,0.1,0.1,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png,true
